IDCLIENTE;RUT;NOMBRE;APELLIDOPATERNO;APELLIDOMATERNO;TELEFONO;EMAIL;DIRECCION;CIUDAD;CODIGOPOSTAL;FECHAREGISTRO;ESTADO;RUT_CIFRADO;EMAIL_CIFRADO
24126;XX.XXX.XXX-X;Marcos;Soto;NO DISPONIBLE;+56919702429;rtwxrtxa980@sample.cl;Avenida Colón 7159;Quilicura;8130;2006-03-01;Descartado;XX.XXX.XXX-X;rtwxrtxa980@sample.cl
23018;XX.XXX.XXX-X;Antonio, Paredes;NO DISPONIBLE;NO DISPONIBLE;+56917041867;kqhlxai116@demo.net;Camino Moreno 4991 dpto. 1114;Quilicura;6404;2006-02-13;Descartado;XX.XXX.XXX-X;kqhlxai116@demo.net
23960;XX.XXX.XXX-X;Sandra;Montes;Ledesma;+56920196990;czuwqj808@example.com;Camino Colón 7666;Iquique;8676;2006-02-10;Descartado;XX.XXX.XXX-X;czuwqj808@example.com
24658;XX.XXX.XXX-X;Emma, Torres;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;dechaa499@mailserver.io;Ruta Larraín 1897 dpto. 1771;Lota;4659;2006-02-09;Descartado;XX.XXX.XXX-X;dechaa499@mailserver.io
21743;XX.XXX.XXX-X;Tomás, Vega;NO DISPONIBLE;NO DISPONIBLE;+56988042184;armypjm785@sample.cl;Calle Sucre 8947;Colina;3366;2006-02-05;Descartado;XX.XXX.XXX-X;armypjm785@sample.cl
22731;XX.XXX.XXX-X;Mónica;Vega;NO DISPONIBLE;NO DISPONIBLE;brpjtg605@demo.net;Calle Bolívar 9743;Huechuraba;4967;2006-01-23;Descartado;XX.XXX.XXX-X;brpjtg605@demo.net
21536;XX.XXX.XXX-X;Alberto;Benítez;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;Calle La Paz 1792 dpto. 1108;Penco;8478;2006-01-21;Descartado;XX.XXX.XXX-X;NO DISPONIBLE
24516;XX.XXX.XXX-X;Salvador;Mejía;NO DISPONIBLE;+56983661079;lbrduyo651@testmail.org;NO DISPONIBLE;Vallenar;8695;2006-01-14;Descartado;XX.XXX.XXX-X;lbrduyo651@testmail.org
21042;XX.XXX.XXX-X;Julio;NO DISPONIBLE;NO DISPONIBLE;+56929822618;NO DISPONIBLE;Ruta Independencia 4271 dpto. 147;Peñaflor;3075;2006-01-08;Descartado;XX.XXX.XXX-X;NO DISPONIBLE
24452;XX.XXX.XXX-X;Gerardo;NO DISPONIBLE;NO DISPONIBLE;+56969521046;jjcfhe432@example.com;Ruta Independencia 2641;Antofagasta;8293;2006-01-05;Descartado;XX.XXX.XXX-X;jjcfhe432@example.com
22167;XX.XXX.XXX-X;Enrique;NO DISPONIBLE;NO DISPONIBLE;+56953107099;pagxysfxc317@testmail.org;NO DISPONIBLE;San Fernando;8362;2006-01-01;Descartado;XX.XXX.XXX-X;pagxysfxc317@testmail.org
24203;XX.XXX.XXX-X;Lucía, Torres;NO DISPONIBLE;NO DISPONIBLE;+56987178712;igdukyaxq733@testmail.org;NO DISPONIBLE;Puerto Montt;8381;2005-12-11;Descartado;XX.XXX.XXX-X;igdukyaxq733@testmail.org
22495;XX.XXX.XXX-X;Alan;Silva;Medina;+56910212343;pqctfefkk525@example.com;Camino Artigas 1907;Ovalle;7964;2005-11-26;Descartado;XX.XXX.XXX-X;pqctfefkk525@example.com
23934;XX.XXX.XXX-X;Clara, Cortez, Ledesma;NO DISPONIBLE;NO DISPONIBLE;+56913504043;xcewndd961@testmail.org;Calle Independencia 3481;Villa Alemana;1105;2005-11-17;Descartado;XX.XXX.XXX-X;xcewndd961@testmail.org
22548;XX.XXX.XXX-X;Daniel, García;NO DISPONIBLE;NO DISPONIBLE;+56996526320;uhkzxfd242@testmail.org;Ruta Artigas 7834 dpto. 187;Valdivia;1725;2005-10-28;Descartado;XX.XXX.XXX-X;uhkzxfd242@testmail.org
21342;XX.XXX.XXX-X;Teresa;NO DISPONIBLE;NO DISPONIBLE;+56970531425;fbfpovar260@mailserver.io;Ruta Moreno 9247 dpto. 362;Coyhaique;3766;2005-10-27;Descartado;XX.XXX.XXX-X;fbfpovar260@mailserver.io
24182;XX.XXX.XXX-X;Manuel;NO DISPONIBLE;NO DISPONIBLE;+56978802940;vvrxfmzfjl822@sample.cl;Camino Colón 5278;Puente Alto;3505;2005-10-17;Descartado;XX.XXX.XXX-X;vvrxfmzfjl822@sample.cl
23703;XX.XXX.XXX-X;Emma, Padilla;NO DISPONIBLE;NO DISPONIBLE;+56910308468;rjgytlhqdf501@testmail.org;Camino Yrigoyen 4015;Osorno;1712;2005-10-16;Descartado;XX.XXX.XXX-X;rjgytlhqdf501@testmail.org
25124;XX.XXX.XXX-X;Lucas, Arellano, Ortiz;NO DISPONIBLE;NO DISPONIBLE;+56971884043;sitjdd627@sample.cl;Ruta La Paz 1080;Osorno;6076;2005-09-15;Descartado;XX.XXX.XXX-X;sitjdd627@sample.cl
23092;XX.XXX.XXX-X;Ramón;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;jxcdevvim954@example.com;Ruta José Miguel Carrera 3927;Talca;1984;2005-09-11;Descartado;XX.XXX.XXX-X;jxcdevvim954@example.com
23994;XX.XXX.XXX-X;Salvador, Velasco, Rentería;NO DISPONIBLE;NO DISPONIBLE;+56917795425;mbyotk293@mailserver.io;NO DISPONIBLE;San Antonio;7446;2005-08-17;Descartado;XX.XXX.XXX-X;mbyotk293@mailserver.io
23352;XX.XXX.XXX-X;Fernanda;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;xdxobjrs254@example.com;Ruta Moreno 9814 dpto. 1043;Cauquenes;4047;2005-07-16;Descartado;XX.XXX.XXX-X;xdxobjrs254@example.com
23806;XX.XXX.XXX-X;Enrique;Mejía;NO DISPONIBLE;+56934136083;smmkiykzf217@testmail.org;Avenida Alvear 6495 dpto. 613;Buin;4785;2005-06-26;Descartado;XX.XXX.XXX-X;smmkiykzf217@testmail.org
23886;XX.XXX.XXX-X;Raquel;González;NO DISPONIBLE;+56988703568;ifjnfts641@example.com;Camino Bolívar 9966;Chillán;8043;2005-06-14;Descartado;XX.XXX.XXX-X;ifjnfts641@example.com
24032;XX.XXX.XXX-X;Jorge;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;hoxacj128@demo.net;Ruta Independencia 6091;Vallenar;7263;2005-04-21;Descartado;XX.XXX.XXX-X;hoxacj128@demo.net
25553;XX.XXX.XXX-X;Victoria, Manrique;NO DISPONIBLE;NO DISPONIBLE;+56971986684;diuxtx137@sample.cl;Calle José Miguel Carrera 6332;San Antonio;5757;2005-04-11;Descartado;XX.XXX.XXX-X;diuxtx137@sample.cl
24011;XX.XXX.XXX-X;Mariana;Medina;NO DISPONIBLE;NO DISPONIBLE;kjuenr266@demo.net;Calle Yrigoyen 5988;La Serena;4616;2005-03-28;Descartado;XX.XXX.XXX-X;kjuenr266@demo.net
21724;XX.XXX.XXX-X;Mariana, Ruiz, González;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;ahnlruzuw649@example.com;Avenida Larraín 1510;San Felipe;4629;2005-03-08;Descartado;XX.XXX.XXX-X;ahnlruzuw649@example.com
21283;XX.XXX.XXX-X;Silvia, Moreno;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;oalgtl688@sample.cl;Ruta Bolívar 2645 dpto. 365;Peñaflor;6764;2005-03-02;Descartado;XX.XXX.XXX-X;oalgtl688@sample.cl
24088;XX.XXX.XXX-X;Manuel, Ibarra;NO DISPONIBLE;NO DISPONIBLE;+56975812949;fjckqzfnj717@testmail.org;Calle Las Heras 9877 dpto. 1691;Arica;7373;2005-03-01;Descartado;XX.XXX.XXX-X;fjckqzfnj717@testmail.org
21952;XX.XXX.XXX-X;Inés;NO DISPONIBLE;NO DISPONIBLE;+56949001158;ivxlgtg627@mailserver.io;NO DISPONIBLE;Quilicura;4606;2005-02-17;Descartado;XX.XXX.XXX-X;ivxlgtg627@mailserver.io
21367;XX.XXX.XXX-X;Ana;NO DISPONIBLE;NO DISPONIBLE;+56959724121;xqbpow954@mailserver.io;Ruta Santa Rosa 7862;Antofagasta;6230;2005-02-09;Descartado;XX.XXX.XXX-X;xqbpow954@mailserver.io
23705;XX.XXX.XXX-X;Irene;Del Valle;Villanueva;+56965082048;NO DISPONIBLE;Camino Bolívar 8291;Quillota;7515;2005-02-04;Descartado;XX.XXX.XXX-X;NO DISPONIBLE
25378;XX.XXX.XXX-X;Elena, Pacheco;NO DISPONIBLE;NO DISPONIBLE;+56932521151;ghfbxcfprm939@mailserver.io;Camino Yrigoyen 3180 dpto. 1309;Los Ángeles;6177;2005-01-16;Descartado;XX.XXX.XXX-X;ghfbxcfprm939@mailserver.io
23627;XX.XXX.XXX-X;Ramón;NO DISPONIBLE;NO DISPONIBLE;+56974260646;jpvnvoq879@sample.cl;Avenida Artigas 3781;Rancagua;4243;2005-01-15;Descartado;XX.XXX.XXX-X;jpvnvoq879@sample.cl
24845;XX.XXX.XXX-X;Renata;Reyes;Vargas;+56968547701;oziginbgj699@demo.net;Calle Rivadavia 2327;Villa Alemana;1743;2005-01-12;Descartado;XX.XXX.XXX-X;oziginbgj699@demo.net
22284;XX.XXX.XXX-X;Lucas, Cabrera, Ledesma;NO DISPONIBLE;NO DISPONIBLE;+56995405720;fvhbyqu824@example.com;Camino Artigas 3397 dpto. 605;Punta Arenas;9461;2005-01-08;Descartado;XX.XXX.XXX-X;fvhbyqu824@example.com
